iter	Passed	Remaining
368	971	1661
369	974	1659
370	977	1657
371	980	1654
372	982	1652
373	985	1650
374	988	1647
375	990	1643
376	992	1639
377	994	1636
378	995	1631
379	998	1629
380	1000	1626
381	1002	1622
382	1004	1618
383	1006	1614
384	1008	1610
385	1010	1607
386	1013	1604
387	1015	1601
388	1017	1597
389	1018	1593
390	1020	1589
391	1022	1585
392	1023	1581
393	1026	1578
394	1029	1576
395	1031	1573
396	1033	1569
397	1034	1565
398	1037	1561
399	1038	1558
400	1040	1554
401	1043	1552
402	1045	1549
403	1047	1545
404	1049	1541
405	1051	1537
406	1053	1534
407	1055	1530
408	1058	1528
409	1060	1525
410	1062	1522
411	1063	1518
412	1066	1515
413	1067	1511
414	1069	1507
415	1072	1505
416	1074	1502
417	1076	1499
418	1078	1495
419	1080	1491
420	1082	1488
421	1083	1484
422	1086	1482
423	1089	1480
424	1091	1477
425	1093	1473
426	1095	1469
427	1097	1466
428	1099	1463
429	1102	1462
430	1105	1458
431	1107	1455
432	1108	1452
433	1110	1448
434	1112	1445
435	1114	1441
436	1118	1440
437	1120	1437
438	1122	1434
439	1124	1430
440	1125	1427
441	1127	1423
442	1129	1420
443	1132	1418
444	1135	1415
445	1137	1412
446	1138	1408
447	1140	1405
448	1142	1402
449	1144	1398
450	1147	1396
451	1150	1394
452	1151	1391
453	1153	1387
454	1155	1384
455	1157	1380
456	1159	1377
457	1161	1374
458	1164	1372
459	1166	1369
460	1168	1365
461	1169	1362
462	1172	1359
463	1173	1355
464	1175	1352
465	1178	1350
466	1181	1347
467	1182	1344
468	1184	1341
469	1186	1338
470	1188	1335
471	1191	1333
472	1194	1330
473	1196	1327
474	1198	1324
475	1199	1320
476	1201	1317
477	1203	1314
478	1206	1312
479	1208	1309
480	1210	1306
481	1212	1303
482	1214	1299
483	1216	1296
484	1217	1293
485	1220	1290
486	1223	1288
487	1225	1285
488	1227	1282
489	1229	1279
490	1230	1275
491	1232	1272
492	1235	1270
493	1237	1267
494	1240	1265
495	1241	1261
496	1243	1258
497	1245	1255
498	1247	1252
499	1249	1249
500	1252	1247
501	1254	1244
502	1256	1241
503	1258	1238
504	1260	1235
505	1261	1231
506	1263	1228
507	1265	1226
508	1268	1223
509	1270	1221
510	1272	1217
511	1274	1214
512	1276	1211
513	1278	1208
514	1281	1206
515	1283	1203
516	1285	1200
517	1287	1197
518	1288	1194
519	1290	1191
520	1292	1188
521	1295	1185
522	1298	1183
523	1300	1181
524	1302	1178
525	1303	1174
526	1305	1171
527	1307	1168
528	1309	1166
529	1312	1163
530	1314	1161
531	1316	1158
532	1318	1154
533	1320	1151
534	1322	1149
535	1323	1145
536	1326	1144
537	1329	1141
538	1331	1138
539	1332	1135
540	1334	1132
541	1336	1129
542	1337	1126
543	1340	1124
544	1343	1121
545	1345	1118
546	1347	1115
547	1349	1113
548	1351	1110
549	1353	1107
550	1356	1105
551	1358	1102
552	1360	1099
553	1362	1097
554	1364	1094
555	1366	1091
556	1368	1088
557	1371	1086
558	1373	1083
559	1375	1080
560	1377	1078
561	1379	1075
562	1381	1072
563	1383	1069
564	1385	1066
565	1388	1064
566	1389	1061
567	1391	1058
568	1393	1055
569	1395	1052
570	1397	1049
571	1399	1047
572	1402	1045
573	1404	1042
574	1406	1039
575	1408	1036
576	1410	1034
577	1412	1031
578	1415	1028
579	1417	1026
580	1419	1023
581	1420	1020
582	1422	1017
583	1424	1014
584	1426	1011
585	1428	1009
586	1431	1007
587	1433	1004
588	1435	1001
589	1437	999
590	1439	996
591	1441	993
592	1444	991
593	1446	988
594	1449	986
595	1451	983
596	1452	980
597	1454	978
598	1456	975
599	1459	973
600	1461	970
601	1463	967
602	1466	965
603	1468	962
604	1470	959
605	1472	957
606	1475	955
607	1477	952
608	1479	949
609	1481	947
610	1483	944
611	1485	941
612	1487	939
613	1491	937
614	1493	934
615	1495	932
616	1497	929
617	1498	926
618	1500	923
619	1502	921
620	1505	919
621	1508	916
622	1509	913
623	1511	910
624	1513	908
625	1516	905
626	1518	903
627	1521	901
628	1523	898
629	1525	895
630	1527	893
631	1529	890
632	1531	887
633	1533	885
634	1536	883
635	1538	880
636	1540	877
637	1542	874
638	1543	872
639	1545	869
640	1547	866
641	1551	864
642	1553	862
643	1555	859
644	1557	856
645	1559	854
646	1561	851
647	1563	849
648	1566	847
649	1569	844
650	1570	842
651	1572	839
652	1574	836
653	1576	833
654	1577	831
655	1581	829
656	1583	826
657	1585	824
658	1587	821
659	1589	818
660	1591	815
661	1592	813
662	1595	810
663	1597	808
664	1599	805
665	1601	803
666	1603	800
667	1604	797
668	1606	794
669	1609	792
670	1611	790
671	1614	787
672	1615	785
673	1617	782
674	1620	780
675	1621	777
676	1624	775
677	1627	772
678	1629	770
679	1632	768
680	1634	765
681	1636	762
682	1638	760
683	1641	758
684	1643	755
685	1645	753
686	1647	750
687	1648	747
688	1650	745
689	1652	742
690	1655	740
691	1658	738
692	1660	735
693	1661	732
694	1663	730
695	1665	727
696	1667	724
697	1669	722
698	1672	720
699	1674	717
700	1676	714
701	1678	712
702	1679	709
703	1681	706
704	1684	704
705	1686	702
706	1688	699
707	1690	697
708	1692	694
709	1694	692
710	1696	689
711	1698	687
712	1701	684
713	1703	682
714	1705	679
715	1707	677
716	1709	674
717	1711	672
718	1712	669
719	1716	667
720	1718	664
721	1720	662
722	1722	659
723	1723	657
724	1726	654
725	1727	652
726	1730	649
727	1732	647
728	1734	644
729	1736	642
730	1738	639
731	1739	637
732	1741	634
733	1743	631
734	1746	629
735	1748	627
736	1750	624
737	1752	622
738	1754	619
739	1756	616
740	1757	614
741	1760	611
742	1762	609
743	1764	607
744	1766	604
745	1768	602
746	1769	599
747	1771	596
748	1773	594
749	1775	591
750	1778	589
751	1780	587
752	1781	584
753	1783	581
754	1785	579
755	1787	576
756	1789	574
757	1792	572
758	1793	569
759	1795	567
760	1797	564
761	1799	562
762	1801	559
763	1803	557
764	1805	554
765	1807	552
766	1809	549
767	1811	547
768	1813	544
769	1815	542
770	1817	539
771	1818	537
772	1821	534
773	1823	532
774	1825	529
775	1827	527
776	1829	524
777	1831	522
778	1832	519
779	1835	517
780	1838	515
781	1840	512
782	1841	510
783	1843	507
784	1845	505
785	1847	502
786	1849	500
787	1852	498
788	1853	495
789	1855	493
790	1857	490
791	1858	488
792	1860	485
793	1862	483
794	1864	480
795	1867	478
796	1869	476
797	1871	473
798	1872	471
799	1874	468
800	1876	466
801	1878	463
802	1880	461
803	1882	459
804	1884	456
805	1886	454
806	1888	451
807	1890	449
808	1892	446
809	1893	444
810	1896	442
811	1898	439
812	1900	437
813	1902	434
814	1904	432
815	1906	429
816	1907	427
817	1909	424
818	1912	422
819	1914	420
820	1916	417
821	1918	415
822	1920	413
823	1922	410
824	1924	408
825	1927	406
826	1929	403
827	1931	401
828	1932	398
829	1934	396
830	1936	393
831	1938	391
832	1940	389
833	1943	386
834	1945	384
835	1947	381
836	1948	379
837	1950	377
838	1952	374
839	1954	372
840	1956	369
841	1958	367
842	1960	365
843	1962	362
844	1964	360
845	1966	357
846	1967	355
847	1969	353
848	1972	350
849	1974	348
850	1976	346
851	1977	343
852	1979	341
853	1981	338
854	1983	336
855	1985	333
856	1988	331
857	1990	329
858	1992	327
859	1994	324
860	2018	325
861	2021	323
862	2024	321
863	2028	319
864	2030	316
865	2033	314
866	2035	312
867	2037	309
868	2039	307
869	2041	305
870	2043	302
871	2045	300
872	2047	297
873	2050	295
874	2052	293
875	2054	290
876	2056	288
877	2057	285
878	2059	283
879	2061	281
880	2064	278
881	2066	276
882	2068	274
883	2069	271
884	2071	269
885	2073	266
886	2075	264
887	2077	261
888	2079	259
889	2081	257
890	2083	254
891	2085	252
892	2087	250
893	2089	247
894	2091	245
895	2093	242
896	2095	240
897	2097	238
898	2099	235
899	2101	233
900	2102	231
901	2104	228
902	2106	226
903	2109	224
904	2111	221
905	2113	219
906	2114	216
907	2116	214
908	2118	212
909	2120	209
910	2122	207
911	2125	205
912	2127	202
913	2129	200
914	2130	197
915	2132	195
916	2134	193
917	2136	190
918	2139	188
919	2141	186
920	2143	183
921	2145	181
922	2147	179
923	2149	176
924	2151	174
925	2153	172
926	2156	169
927	2158	167
928	2160	165
929	2162	162
930	2163	160
931	2166	158
932	2168	155
933	2171	153
934	2173	151
935	2174	148
936	2176	146
937	2178	143
938	2180	141
939	2182	139
940	2185	137
941	2188	134
942	2190	132
943	2192	130
944	2194	127
945	2195	125
946	2198	123
947	2200	120
948	2202	118
949	2204	116
950	2206	113
951	2208	111
952	2209	108
953	2211	106
954	2214	104
955	2216	102
956	2218	99
957	2220	97
958	2221	94
959	2223	92
960	2225	90
961	2227	87
962	2229	85
963	2232	83
964	2234	81
965	2236	78
966	2238	76
967	2239	74
968	2241	71
969	2243	69
970	2246	67
971	2248	64
972	2250	62
973	2252	60
974	2254	57
975	2256	55
976	2257	53
977	2260	50
978	2262	48
979	2264	46
980	2266	43
981	2268	41
982	2270	39
983	2272	36
984	2274	34
985	2277	32
986	2279	30
987	2281	27
988	2283	25
989	2285	23
990	2286	20
991	2288	18
992	2291	16
993	2293	13
994	2295	11
995	2297	9
996	2299	6
997	2301	4
998	2303	2
999	2305	0
