iter	RMSE
178	0.3277930417
179	0.3277422096
180	0.3276512833
181	0.3274351347
182	0.3272115065
183	0.327001172
184	0.326867744
185	0.3266435766
186	0.3264862288
187	0.326232102
188	0.3259791396
189	0.3259019737
190	0.3257586365
191	0.3255548272
192	0.3252789955
193	0.3250038008
194	0.3249062147
195	0.324772179
196	0.3247132005
197	0.3246543409
198	0.3244814225
199	0.3244132007
200	0.3244064049
201	0.3241737732
202	0.3239142441
203	0.323869974
204	0.3238452805
205	0.3237642465
206	0.3235964169
207	0.3235176394
208	0.3234043636
209	0.3233709121
210	0.323250912
211	0.3231804407
212	0.3231743075
213	0.3231674929
214	0.3228472942
215	0.3226055112
216	0.3224047249
217	0.3223369367
218	0.3222163769
219	0.3221250374
220	0.3218861117
221	0.3216624886
222	0.3215691889
223	0.3215407126
224	0.3213015319
225	0.3210770256
226	0.3210708962
227	0.3208600244
228	0.320660059
229	0.320648837
230	0.3206415131
231	0.3206309861
232	0.3204223037
233	0.3204121178
234	0.3201554527
235	0.3198844202
236	0.319877763
237	0.3196999855
238	0.3194941195
239	0.3193666695
240	0.3191221488
241	0.3189766875
242	0.3186534768
243	0.3185934927
244	0.3185877551
245	0.3185228071
246	0.3183474245
247	0.3182641561
248	0.3181256954
249	0.3180650994
250	0.3179198465
251	0.3177836923
252	0.3176634476
253	0.3174644988
254	0.3174539813
255	0.3172976104
256	0.3172918735
257	0.317076123
258	0.3170063554
259	0.3168093443
260	0.3165197651
261	0.3164175194
262	0.3162434897
263	0.3161046696
264	0.3159740284
265	0.315968581
266	0.3157916902
267	0.3155947732
268	0.3154339135
269	0.3153335564
270	0.3150611664
271	0.3150559427
272	0.314890863
273	0.314885896
274	0.3147783721
275	0.3146827267
276	0.3145338857
277	0.3144867742
278	0.3143415152
279	0.3142526714
280	0.3140393186
281	0.3139217826
282	0.3137847718
283	0.3134948276
284	0.3133623825
285	0.3132624896
286	0.3132586856
287	0.3130683506
288	0.3128823718
289	0.3128154403
290	0.3127036975
291	0.3124599473
292	0.3122791858
293	0.3121841593
294	0.3120021901
295	0.3118835495
296	0.3116960616
297	0.3115588031
298	0.3114513606
299	0.3113463512
300	0.3111842403
301	0.3110750926
302	0.3109300076
303	0.3107995683
304	0.3107329131
305	0.310697322
306	0.310457044
307	0.3103688031
308	0.3101636454
309	0.3100173328
310	0.3098876596
311	0.3097683686
312	0.3096449142
313	0.3094879769
314	0.3094566052
315	0.309266187
316	0.3091041899
317	0.309081011
318	0.3090562242
319	0.3090040223
320	0.3089619044
321	0.3089044321
322	0.308765275
323	0.3085972481
324	0.3083892031
325	0.3083859302
326	0.3083248789
327	0.308114525
328	0.3079250307
329	0.3077206991
330	0.307686615
331	0.3076377579
332	0.3074285407
333	0.3073699151
334	0.3072045182
335	0.3069844771
336	0.3069026442
337	0.3067338601
338	0.3065411549
339	0.3063975559
340	0.3062487613
341	0.3062148429
342	0.3060998925
343	0.3059262089
344	0.305744368
345	0.3055873028
346	0.3055366639
347	0.3054551249
348	0.3053108657
349	0.3051915528
350	0.3050540235
351	0.3049024325
352	0.3047798337
353	0.3047072062
354	0.3046310002
355	0.3045336399
356	0.3043954513
357	0.304262863
358	0.3041949847
359	0.3040073377
360	0.3038409113
361	0.3036668821
362	0.3035166609
363	0.3034055016
364	0.303261804
365	0.3030564923
366	0.3029902296
367	0.302925051
368	0.3027325433
369	0.3026256388
370	0.3025079679
371	0.3023853764
372	0.3023822681
373	0.3023572703
374	0.3022088015
375	0.3021451033
376	0.3020055407
377	0.301927812
378	0.3019033871
379	0.3017836779
380	0.3016714986
381	0.3015354054
382	0.3014127963
383	0.301345398
384	0.3011814925
385	0.3010638387
386	0.3009220867
387	0.3009194173
388	0.3008992465
389	0.3008735545
390	0.3008211634
391	0.3007400808
392	0.3005282557
393	0.3003739046
394	0.3002878193
395	0.3001617708
396	0.3000800313
397	0.2999771728
398	0.2998347954
399	0.2998307153
400	0.2997300223
401	0.2997059942
402	0.2996080686
403	0.2995931047
404	0.2995221601
405	0.2994021969
406	0.2992695529
407	0.2990929216
408	0.2990905077
409	0.2989096997
410	0.2988474899
411	0.2987737526
412	0.2986110545
413	0.2985275509
414	0.2984789944
415	0.2983589044
416	0.2983084699
417	0.2982953172
418	0.2981768029
419	0.2980446694
420	0.2979160478
421	0.2977634214
422	0.2976446172
423	0.2974903517
424	0.2973534948
425	0.2973143023
426	0.2971408382
427	0.2970583844
428	0.2969190652
429	0.2967780282
430	0.2967018206
431	0.2965927579
432	0.2965051992
433	0.2964203899
434	0.2963544482
435	0.2962238314
436	0.2961371669
437	0.2960641801
438	0.2958533016
439	0.2957539067
440	0.2956021848
441	0.2955272216
442	0.2953680552
443	0.295250636
444	0.2950968502
445	0.2949740647
446	0.2948893778
447	0.2948338246
448	0.2947494984
449	0.2946397087
450	0.2945270095
451	0.2944656179
452	0.2943147898
453	0.2942043235
454	0.2940403413
455	0.2938610465
456	0.2938591544
457	0.2937975983
458	0.2937323861
459	0.2935420701
460	0.293448796
461	0.2934360294
462	0.2933047495
463	0.2931924014
464	0.2930328727
465	0.2929839044
466	0.2928657553
467	0.2927923552
468	0.2927685621
469	0.2926618498
470	0.2925599892
471	0.2925493641
472	0.2924092841
473	0.2922655602
474	0.292146247
475	0.2920167349
476	0.2919271186
477	0.2917650262
478	0.2917337282
479	0.2916729534
480	0.2916333059
481	0.2914990034
482	0.2914055406
483	0.2913171822
484	0.2912581071
485	0.2911277268
486	0.2910680438
487	0.2909990467
488	0.2908242277
489	0.2907018425
490	0.2905935434
491	0.2905110036
492	0.2904500407
493	0.2902973052
494	0.2902058405
495	0.2901203788
496	0.2900594941
497	0.2899790141
498	0.2899278219
499	0.2898357388
500	0.2897923288
501	0.2897570708
502	0.2896704676
503	0.2896254369
504	0.2895680458
505	0.2894825544
506	0.2893778871
507	0.2892432313
508	0.2891320276
509	0.2889841914
510	0.2888834628
511	0.2888151757
512	0.2887349553
513	0.2885993172
514	0.2885332967
515	0.2884591597
516	0.2883463965
517	0.2882610125
518	0.2882128756
519	0.2881296083
520	0.2880494914
521	0.2879023467
522	0.2878278365
523	0.2876992627
524	0.2876468869
525	0.2876169603
526	0.2874887638
527	0.2873837491
528	0.2872823446
529	0.2871754107
530	0.2870882745
531	0.2870404212
532	0.2870251318
533	0.2868990754
534	0.286783084
535	0.2866816007
536	0.2866242145
537	0.2865511757
538	0.2865146354
539	0.2865063077
540	0.2864981807
541	0.2863930342
542	0.2862639746
543	0.2861668795
544	0.2860871182
545	0.2859293625
546	0.285779027
547	0.2857324957
548	0.2856144169
549	0.2855153571
550	0.2854713279
551	0.2853539936
552	0.2853051031
553	0.2851989319
554	0.2851099331
555	0.2850051565
556	0.2849460164
557	0.2848450648
558	0.2847688882
559	0.284679841
560	0.2846231717
561	0.2845318428
562	0.2844711265
563	0.284406181
564	0.2843570347
565	0.2842547075
566	0.2841573019
567	0.28415006
568	0.2839941758
569	0.2839117838
570	0.2839017095
571	0.2838537616
572	0.2837816011
573	0.283769412
574	0.2836802947
575	0.2836169697
576	0.2835262947
577	0.2834070043
578	0.2833303545
579	0.2833159047
580	0.2832622764
581	0.2831761176
582	0.2831121238
583	0.2829950704
584	0.282921566
585	0.2828427799
586	0.2827618904
587	0.2826917449
588	0.2825773928
589	0.2825210626
590	0.2823970518
591	0.2823382742
592	0.2822450319
593	0.2821392775
594	0.2820440439
595	0.2819507656
596	0.2818660353
597	0.2817665197
598	0.2816734222
599	0.2815775455
600	0.2814394582
601	0.2813506516
602	0.2812564832
603	0.2812016315
604	0.2811128868
605	0.2809527055
606	0.2809031555
607	0.2808633699
608	0.2807998289
609	0.2806340644
610	0.280551755
611	0.2804550657
612	0.2804194444
613	0.2803420656
614	0.2802503729
615	0.2801338213
616	0.2800899158
617	0.279962998
618	0.279858687
619	0.279809115
620	0.279705755
621	0.2796045407
622	0.2795105728
623	0.2794084251
624	0.2793118152
625	0.2791892844
626	0.2791248645
627	0.2790730486
628	0.2789925146
629	0.2788379812
630	0.2787698929
631	0.2786654045
632	0.2785181493
633	0.2783694661
634	0.2782742436
635	0.2781605877
636	0.2780753297
637	0.2780036297
638	0.2778981309
639	0.2778227638
640	0.2777185599
641	0.2776478182
642	0.277562464
643	0.2775273975
644	0.2774923063
645	0.2774850451
646	0.2774032384
647	0.2773261572
648	0.2772566876
649	0.2771153857
650	0.277045043
651	0.2769547555
652	0.2768584788
653	0.2768194062
654	0.2767685382
655	0.2766930795
656	0.2765826677
657	0.2765705888
658	0.276509286
659	0.2764351594
660	0.2763433792
661	0.2762929995
662	0.2762143692
663	0.2761794634
664	0.2760915021
665	0.2760200525
666	0.2759203642
667	0.2758677962
668	0.2758188881
669	0.2757584178
670	0.2756893748
671	0.2755458438
672	0.275484394
673	0.275428102
674	0.2753015087
675	0.2752981865
676	0.2751975374
677	0.2751477102
678	0.2750122557
679	0.2749300192
680	0.2748242216
681	0.2747618344
682	0.2747155733
683	0.2746254624
684	0.2745691868
685	0.2744974464
686	0.2744182939
687	0.2743729488
688	0.2743053923
689	0.2742362447
690	0.2741767447
691	0.2740598684
692	0.2739934394
693	0.2739922806
694	0.2739188367
695	0.2738010846
696	0.2737031014
697	0.2736164644
698	0.2734849597
699	0.2734204043
700	0.2733975892
701	0.2733363137
702	0.2733260831
703	0.273210257
704	0.2731494966
705	0.2730891453
706	0.27302072
707	0.272952234
708	0.2728360067
709	0.2727879393
710	0.2727224526
711	0.2726616888
712	0.2726128227
713	0.2725723905
714	0.2724884533
715	0.2723731583
716	0.2723147855
717	0.2722175786
718	0.2721478483
719	0.2721052599
720	0.2720547914
721	0.2719659229
722	0.2718705009
723	0.2717672684
724	0.2716878822
725	0.2715908632
726	0.2715031244
727	0.2714654886
728	0.2713804315
729	0.2713115609
730	0.2712153136
731	0.2711409157
732	0.2710724702
733	0.2709971885
734	0.2709275537
735	0.2708802731
736	0.2707685995
737	0.2707199029
738	0.2706601986
739	0.2705527746
740	0.2704186545
741	0.2704074826
742	0.2703372426
743	0.2702687072
744	0.2702359496
745	0.2702349248
746	0.2701728779
747	0.2701069911
748	0.2700440564
749	0.2699506699
750	0.269861832
751	0.2697613597
752	0.2696729261
753	0.2695608674
754	0.2694910968
755	0.2694542878
756	0.2694031794
757	0.2693357708
758	0.26926429
759	0.2691359906
760	0.2690444639
761	0.2690125289
762	0.2689543127
763	0.2688881109
764	0.2687837977
765	0.2686976187
766	0.2686720277
767	0.2685502141
768	0.2684849084
769	0.2684311751
770	0.2683743985
771	0.2682842732
772	0.2682710215
773	0.268228938
774	0.2681594106
775	0.2681025156
776	0.2680152817
777	0.2679384366
778	0.2678642883
779	0.2677402142
780	0.2676207579
781	0.2675446038
782	0.2674920968
783	0.267436457
784	0.2674105547
785	0.2673180461
786	0.2672747411
787	0.2671072111
788	0.2670552754
789	0.2669950219
790	0.2669404828
791	0.2668949152
792	0.2668580729
793	0.2668162142
794	0.2667581892
795	0.2667284175
796	0.266672627
797	0.2666012984
798	0.2665521091
799	0.2665053078
800	0.2664112908
801	0.2663633094
802	0.2662605582
803	0.2662526184
804	0.2661809978
805	0.2660711734
806	0.2660215675
807	0.2659563129
808	0.2658806697
809	0.2658223454
810	0.2657546584
811	0.2657372494
812	0.2656612937
813	0.2656179098
814	0.2655226169
815	0.2654794483
816	0.2653321516
817	0.2652365144
818	0.2652006293
819	0.265112094
820	0.2650556207
821	0.2649520292
822	0.2648827984
823	0.2648156572
824	0.2647119808
825	0.2646517086
826	0.2645929038
827	0.2644944748
828	0.2644475088
829	0.264381691
830	0.2643336937
831	0.2642924392
832	0.2642374442
833	0.2641511981
834	0.2640775264
835	0.2639406893
836	0.2638800763
837	0.2638245192
838	0.263775803
839	0.2636513724
840	0.2635812691
841	0.2635087134
842	0.2634645278
843	0.2634124354
844	0.2633325698
845	0.2632794632
846	0.2632393906
847	0.2631697232
848	0.2630934056
849	0.2630340041
850	0.2629473171
851	0.2628650089
852	0.2628074407
853	0.2627617983
854	0.2626808616
855	0.2626301302
856	0.2625760183
857	0.2625654156
858	0.2625208623
859	0.2624215456
860	0.2623646304
861	0.2622803066
862	0.2621687751
863	0.2621376137
864	0.2620886374
865	0.2620477438
866	0.2619693471
867	0.2619117167
868	0.2618567631
869	0.2618267493
870	0.2617506414
871	0.2616698205
872	0.2616192236
873	0.2615750651
874	0.2614910813
875	0.2614434457
876	0.261334916
877	0.261304912
878	0.2612362761
879	0.261195339
880	0.2611050245
881	0.2610489046
882	0.2609990695
883	0.2608789233
884	0.2608275091
885	0.2607271118
886	0.2606892887
887	0.2605925544
888	0.2605432085
889	0.2604932847
890	0.2604259836
891	0.2603481048
892	0.2602605705
893	0.2602126307
894	0.2601189145
895	0.2600496685
896	0.2599732035
897	0.2599216907
898	0.2598637525
899	0.2598186837
900	0.2597323478
901	0.2596438704
902	0.2595440009
903	0.259484779
904	0.2594214345
905	0.2593952916
906	0.2592767673
907	0.2592353697
908	0.2591713641
909	0.2591270644
910	0.2590733469
911	0.2590176246
912	0.2589773998
913	0.2589127108
914	0.2588423538
915	0.258756278
916	0.2586903281
917	0.2586285432
918	0.2585703782
919	0.2585126334
920	0.2584500304
921	0.2583882841
922	0.2583292748
923	0.2582815227
924	0.2582434167
925	0.2581591661
926	0.258104245
927	0.2580631763
928	0.2580367043
929	0.2579910742
930	0.2579515336
931	0.2578859294
932	0.2577754617
933	0.257690734
934	0.2576430578
935	0.2575539566
936	0.2575387907
937	0.2575022058
938	0.2574319284
939	0.2573687891
940	0.2573325399
941	0.2572713217
942	0.257211699
943	0.2571547727
944	0.2571034403
945	0.2570885325
946	0.2569955616
947	0.2569294097
948	0.2568616617
949	0.2567995686
950	0.256733256
951	0.2566835693
952	0.2566378582
953	0.2565665399
954	0.25649504
955	0.2564313219
956	0.2564157977
957	0.2563603418
958	0.2562781346
959	0.2562311664
960	0.2561886266
961	0.2560764875
962	0.2560332473
963	0.2559903087
964	0.2559214222
965	0.2558752391
966	0.2558321826
967	0.2557902721
968	0.2557275787
969	0.2556729479
970	0.2555957537
971	0.2555574986
972	0.2555383965
973	0.2554275711
974	0.2553848355
975	0.2553829438
976	0.2553440853
977	0.2552739941
978	0.2552298017
979	0.2551682291
980	0.2551114662
981	0.2550746489
982	0.2549795162
983	0.2549543396
984	0.2549063894
985	0.254818107
986	0.2547707339
987	0.2547103138
988	0.2546687182
989	0.2546075509
990	0.2545562855
991	0.2545165874
992	0.2544823226
993	0.2544260107
994	0.2543408202
995	0.254285307
996	0.2542082601
997	0.2541399156
998	0.2540963721
999	0.2540843991
